,Class
2095,1.0
4815,0.0
16617,0.0
82,1.0
9409,1.0
776,1.0
10587,0.0
2785,1.0
3414,0.0
3824,0.0
8517,1.0
1345,1.0
2668,1.0
373,1.0
910,0.0
11800,1.0
3400,0.0
497,0.0
2366,0.0
16416,0.0
3794,1.0
14515,0.0
12361,1.0
11664,1.0
5303,1.0
12647,0.0
11417,1.0
1245,0.0
4366,0.0
729,1.0
1196,0.0
2991,1.0
4954,1.0
1424,0.0
13385,1.0
257,0.0
8207,1.0
3194,0.0
8482,1.0
6288,1.0
14344,1.0
13743,0.0
16740,0.0
42,1.0
4172,1.0
17648,0.0
2519,0.0
1233,1.0
3520,1.0
13474,1.0
10869,0.0
7523,0.0
9306,1.0
16105,0.0
16597,0.0
15071,0.0
7881,1.0
2114,1.0
5131,1.0
5913,1.0
8461,1.0
3924,1.0
14552,0.0
6128,1.0
14888,1.0
13189,0.0
13594,0.0
7820,1.0
6508,0.0
3811,1.0
1614,1.0
4121,0.0
16274,0.0
1380,1.0
7690,0.0
3689,1.0
11905,1.0
5875,0.0
14130,0.0
4760,0.0
4513,0.0
4166,0.0
618,1.0
3791,0.0
8814,1.0
5800,1.0
653,0.0
13118,1.0
3607,1.0
803,1.0
11667,0.0
7873,0.0
2387,0.0
12828,0.0
5329,0.0
7220,1.0
1916,1.0
13027,1.0
11164,1.0
14305,0.0
6153,1.0
11665,1.0
10710,1.0
15505,1.0
3867,0.0
1187,0.0
15196,0.0
11163,0.0
3500,1.0
4384,0.0
12618,1.0
13529,0.0
3878,0.0
14358,1.0
12365,0.0
2917,1.0
1069,1.0
1507,1.0
15616,1.0
10590,0.0
2131,0.0
11848,1.0
14446,1.0
1649,0.0
4891,0.0
731,0.0
6767,1.0
3880,1.0
15620,1.0
8203,0.0
3226,1.0
2651,1.0
11626,1.0
9939,0.0
3064,0.0
12599,1.0
5222,1.0
1714,0.0
2710,0.0
14866,1.0
5903,1.0
17098,0.0
15219,0.0
3426,1.0
3012,1.0
1544,0.0
12122,1.0
616,0.0
3127,1.0
1157,0.0
233,1.0
5986,1.0
33,1.0
7188,0.0
2373,0.0
2022,1.0
1673,1.0
12215,0.0
9781,1.0
9178,1.0
1155,1.0
6301,1.0
1611,0.0
940,0.0
2297,0.0
4024,1.0
17109,0.0
3819,1.0
8751,0.0
746,1.0
4084,1.0
2797,1.0
15004,1.0
5583,1.0
2878,0.0
12742,0.0
4702,0.0
9935,0.0
325,1.0
2652,1.0
1606,1.0
12904,1.0
5647,1.0
1509,1.0
11196,1.0
1822,0.0
2907,1.0
7414,0.0
9524,1.0
2271,1.0
7147,1.0
958,0.0
2111,0.0
13510,0.0
5109,1.0
14766,0.0
7632,1.0
3913,0.0
2394,1.0
3567,0.0
7924,1.0
1249,0.0
12932,0.0
10962,0.0
8849,0.0
2315,1.0
16129,1.0
13442,0.0
13744,1.0
7326,1.0
10393,1.0
2961,0.0
4641,0.0
2400,0.0
7311,1.0
7252,1.0
5488,1.0
2948,1.0
1545,1.0
12002,1.0
698,1.0
12937,0.0
9599,0.0
675,1.0
2626,1.0
17292,0.0
10781,1.0
9659,1.0
11342,1.0
3149,0.0
7025,1.0
3347,1.0
2874,1.0
14521,1.0
12110,1.0
8299,0.0
1016,1.0
17554,1.0
16600,0.0
4081,1.0
77,0.0
15307,0.0
17138,0.0
6525,1.0
12494,1.0
14444,0.0
2103,0.0
6652,1.0
4948,0.0
16209,1.0
10454,1.0
9969,1.0
16834,0.0
94,0.0
5167,1.0
599,1.0
3530,1.0
2732,0.0
2709,1.0
7172,1.0
6792,0.0
15029,0.0
4811,0.0
11375,1.0
2936,0.0
4313,1.0
2339,0.0
13760,0.0
6112,0.0
7845,1.0
15673,0.0
1886,0.0
13886,1.0
12790,1.0
5774,0.0
4324,0.0
8192,1.0
13831,0.0
3953,1.0
3,1.0
13681,0.0
5256,1.0
2760,1.0
15658,0.0
13252,1.0
12224,1.0
11546,1.0
9631,1.0
9427,1.0
11393,1.0
2641,0.0
7850,1.0
3176,0.0
10043,1.0
17025,0.0
2466,0.0
1294,0.0
5394,1.0
5405,1.0
14795,0.0
14892,0.0
8643,0.0
7843,0.0
15787,0.0
13596,1.0
3622,1.0
2318,1.0
7087,0.0
2186,1.0
4478,1.0
10084,1.0
1156,0.0
2155,0.0
330,0.0
14415,0.0
9922,1.0
3013,1.0
3907,1.0
3228,1.0
6522,1.0
2998,1.0
1154,1.0
17660,1.0
3184,1.0
4393,0.0
16672,0.0
930,1.0
15829,1.0
17541,1.0
2464,0.0
13666,0.0
2847,1.0
16691,0.0
8874,0.0
7587,1.0
9806,1.0
1148,1.0
2192,0.0
9923,1.0
15020,0.0
6669,0.0
2071,0.0
8165,1.0
788,1.0
7594,1.0
6303,1.0
12822,0.0
3417,0.0
5910,1.0
15121,0.0
4169,1.0
17224,0.0
14857,0.0
14284,0.0
13348,0.0
7582,0.0
4048,1.0
16121,0.0
16084,0.0
17370,1.0
5299,0.0
15532,0.0
2323,0.0
4241,1.0
13424,1.0
15441,0.0
6746,1.0
10949,0.0
2493,1.0
7613,1.0
11333,1.0
6903,1.0
9771,1.0
13429,0.0
5235,1.0
9071,0.0
3273,0.0
10143,1.0
5274,0.0
13936,1.0
2890,0.0
1165,0.0
789,0.0
13565,1.0
3348,1.0
14414,0.0
16813,1.0
14063,0.0
15510,0.0
15607,1.0
15058,0.0
14248,0.0
2136,0.0
6197,1.0
7695,0.0
6029,1.0
3378,1.0
17494,1.0
584,0.0
9974,0.0
11981,1.0
17636,0.0
3940,1.0
9761,1.0
350,0.0
14403,0.0
14526,0.0
8007,1.0
3350,0.0
2451,1.0
802,0.0
11723,1.0
3532,0.0
16401,0.0
9175,1.0
11652,1.0
2253,0.0
16763,0.0
5174,0.0
15272,1.0
16115,1.0
2455,0.0
16722,0.0
13755,0.0
12851,1.0
3092,0.0
3625,1.0
16132,0.0
7710,1.0
6854,1.0
2757,0.0
6459,1.0
2476,1.0
12813,0.0
1617,1.0
6943,1.0
17275,0.0
2171,1.0
6461,1.0
17497,1.0
5088,1.0
10027,1.0
12061,1.0
17431,1.0
8079,1.0
13427,1.0
15545,0.0
12910,1.0
13665,0.0
5616,1.0
10976,1.0
3742,1.0
8976,0.0
14183,0.0
12622,0.0
10069,1.0
144,0.0
9483,0.0
10558,0.0
2402,1.0
8738,0.0
8113,1.0
12399,1.0
13899,0.0
12837,1.0
3707,0.0
1426,1.0
13902,0.0
17128,0.0
11141,0.0
10000,1.0
7233,1.0
15310,0.0
3879,1.0
6913,1.0
13916,0.0
1703,0.0
14632,0.0
5642,1.0
14233,1.0
1125,1.0
4522,1.0
14307,0.0
11217,0.0
13007,0.0
3542,1.0
11473,0.0
14499,0.0
7765,1.0
14303,0.0
9765,0.0
16918,1.0
3717,1.0
624,1.0
4129,0.0
2212,0.0
15486,0.0
1466,0.0
11614,1.0
3134,1.0
16068,0.0
7974,1.0
4678,1.0
4363,1.0
5939,1.0
4321,0.0
10034,1.0
16795,1.0
2108,1.0
2944,0.0
9379,0.0
12167,0.0
171,0.0
3035,1.0
13808,0.0
3049,1.0
7063,1.0
4664,1.0
16187,0.0
11480,1.0
874,1.0
2368,0.0
3434,0.0
9723,1.0
14860,0.0
441,0.0
2623,0.0
2164,0.0
15422,0.0
12888,0.0
833,0.0
1607,1.0
3065,0.0
7715,1.0
2588,0.0
1225,0.0
1491,1.0
2593,1.0
3248,1.0
6850,1.0
8025,0.0
11006,1.0
2191,1.0
16200,0.0
17247,1.0
13412,0.0
2692,0.0
12326,1.0
14835,0.0
14068,0.0
10443,1.0
17242,1.0
13964,0.0
4075,0.0
14729,0.0
468,1.0
11843,0.0
8574,1.0
9150,1.0
13705,0.0
15337,1.0
15947,0.0
777,1.0
9554,0.0
3197,0.0
10231,0.0
15459,0.0
487,0.0
371,0.0
35,1.0
784,1.0
6597,1.0
47,1.0
11272,0.0
13758,0.0
12929,1.0
508,1.0
3239,1.0
17119,1.0
874,0.0
14607,0.0
16533,0.0
2048,1.0
105,1.0
15705,0.0
16358,0.0
3017,1.0
1916,1.0
6500,1.0
5685,1.0
13365,0.0
6729,1.0
3633,0.0
110,0.0
13093,0.0
11658,1.0
2139,0.0
2689,0.0
13453,1.0
8936,0.0
12665,0.0
670,0.0
16494,0.0
14509,0.0
13590,0.0
3325,0.0
3580,1.0
4481,0.0
11636,0.0
6170,1.0
1440,0.0
2888,1.0
11041,1.0
15140,0.0
2399,0.0
6575,1.0
4812,0.0
13439,1.0
15131,0.0
9355,0.0
6132,1.0
15050,1.0
14839,1.0
14784,1.0
15466,0.0
3276,0.0
7333,0.0
1643,0.0
1835,0.0
9380,1.0
17064,1.0
11762,0.0
4314,0.0
16977,0.0
12997,0.0
14972,1.0
1582,1.0
794,0.0
14522,0.0
15296,0.0
13617,0.0
3027,1.0
3004,0.0
8217,1.0
17619,0.0
11718,1.0
1243,0.0
5390,0.0
12057,0.0
17183,1.0
1310,1.0
16785,0.0
11347,1.0
3476,0.0
790,0.0
12377,1.0
2067,1.0
16487,1.0
7741,1.0
3285,1.0
3388,1.0
2515,1.0
14150,1.0
12579,1.0
669,1.0
17381,0.0
2654,1.0
15231,0.0
17096,1.0
9260,1.0
6228,1.0
418,0.0
13347,0.0
8793,0.0
11882,1.0
1725,0.0
12885,1.0
13516,0.0
5007,1.0
6215,1.0
11251,1.0
9779,0.0
7984,1.0
5258,1.0
13567,0.0
392,1.0
15101,0.0
16309,0.0
13332,0.0
2528,1.0
1477,1.0
13688,0.0
13102,0.0
9988,0.0
271,0.0
3302,1.0
2763,1.0
6844,1.0
12043,0.0
12266,0.0
13732,0.0
7992,1.0
5407,1.0
15135,0.0
713,1.0
5784,1.0
12473,1.0
4410,0.0
11690,1.0
11411,1.0
5261,1.0
5921,1.0
819,1.0
3974,1.0
5412,1.0
1106,1.0
551,0.0
15670,0.0
3242,0.0
4006,1.0
419,1.0
10171,1.0
16687,0.0
8495,1.0
2273,0.0
3265,1.0
9323,0.0
17582,0.0
5062,1.0
8446,0.0
11111,1.0
2099,1.0
2532,1.0
7002,1.0
7293,1.0
11930,0.0
3672,1.0
4969,0.0
13860,0.0
15764,1.0
10631,0.0
4417,1.0
2265,1.0
14911,1.0
8942,0.0
3594,0.0
14464,0.0
15018,0.0
23,1.0
2935,1.0
14011,0.0
14956,0.0
6598,1.0
14584,0.0
485,1.0
14631,0.0
12491,1.0
4834,0.0
3205,0.0
16511,1.0
1561,1.0
2872,1.0
15443,0.0
8024,1.0
57,1.0
3413,1.0
10418,0.0
2856,1.0
401,0.0
2987,1.0
16004,0.0
10253,0.0
6606,0.0
3238,0.0
14202,0.0
913,1.0
11634,1.0
11584,0.0
12918,1.0
3826,1.0
17623,0.0
16514,0.0
12666,1.0
6555,1.0
8782,1.0
13021,0.0
1139,0.0
7259,1.0
320,1.0
14512,0.0
5782,0.0
12243,1.0
818,1.0
13350,0.0
1031,1.0
7234,1.0
15530,0.0
11738,0.0
13985,0.0
520,0.0
1756,0.0
4509,1.0
786,0.0
12923,0.0
16598,0.0
5264,0.0
1070,0.0
8342,1.0
8421,0.0
16907,0.0
16562,0.0
6612,0.0
713,1.0
666,0.0
16848,0.0
717,0.0
5781,1.0
12791,0.0
17437,1.0
1700,0.0
12037,1.0
12166,0.0
1878,0.0
16800,0.0
3199,1.0
7321,0.0
9726,1.0
1842,1.0
6801,1.0
4917,1.0
7066,1.0
7141,1.0
2980,1.0
14987,0.0
12143,1.0
12766,0.0
8992,1.0
6862,1.0
8170,1.0
15848,0.0
13641,0.0
8130,0.0
12629,1.0
1793,1.0
6593,1.0
8674,1.0
430,0.0
92,0.0
2578,0.0
2611,1.0
10868,1.0
8386,1.0
13830,0.0
1481,1.0
14837,0.0
3649,1.0
9821,0.0
263,1.0
4261,1.0
3897,1.0
911,1.0
1350,0.0
4009,1.0
15302,0.0
14220,0.0
3778,1.0
2008,1.0
3741,1.0
326,1.0
4051,0.0
3047,1.0
12282,0.0
7706,0.0
3022,1.0
12231,1.0
2763,1.0
3582,1.0
4239,0.0
7106,1.0
6373,0.0
7245,1.0
13614,0.0
11879,1.0
5063,1.0
3603,0.0
1277,0.0
11181,0.0
11858,1.0
6949,1.0
7757,1.0
9640,1.0
14178,0.0
9214,0.0
8899,1.0
14421,0.0
1470,1.0
10437,1.0
14602,0.0
9763,1.0
1906,1.0
10768,1.0
9576,1.0
6018,1.0
15948,1.0
2957,1.0
7870,1.0
11936,1.0
12108,1.0
9672,1.0
5410,1.0
9613,1.0
7521,1.0
1104,0.0
14193,0.0
12200,1.0
17087,0.0
533,1.0
4691,0.0
1559,0.0
1984,1.0
2489,0.0
2508,1.0
2769,1.0
3524,1.0
4543,1.0
2893,1.0
3401,0.0
15876,0.0
4047,1.0
13537,0.0
13538,0.0
2273,0.0
2375,0.0
10846,0.0
13879,0.0
14372,0.0
8730,1.0
12600,1.0
12827,0.0
9845,1.0
293,0.0
11030,0.0
17655,0.0
1447,1.0
11394,1.0
2871,1.0
15828,0.0
13130,0.0
11403,1.0
9966,0.0
17200,1.0
3374,1.0
16210,0.0
3420,0.0
259,0.0
13235,0.0
14326,0.0
13205,0.0
3075,0.0
4880,0.0
787,1.0
10544,1.0
2799,0.0
3435,1.0
1286,1.0
10422,1.0
16428,0.0
4419,0.0
10004,1.0
4648,1.0
14206,0.0
1301,1.0
12009,0.0
357,0.0
1329,1.0
11555,1.0
687,1.0
12993,1.0
4585,0.0
838,0.0
7014,1.0
8460,1.0
13749,0.0
14409,1.0
10200,1.0
1727,0.0
3378,1.0
1138,0.0
2363,0.0
15014,1.0
816,1.0
3180,0.0
10286,1.0
15790,0.0
15057,1.0
66,1.0
631,1.0
12447,0.0
14051,0.0
4224,1.0
1068,0.0
1037,1.0
9635,1.0
7380,1.0
8103,1.0
11260,1.0
9860,1.0
10942,1.0
2802,0.0
6968,1.0
514,1.0
6167,0.0
6462,1.0
3062,1.0
890,0.0
967,1.0
10483,1.0
14463,0.0
1964,1.0
11319,1.0
9852,1.0
12064,1.0
9321,1.0
1910,0.0
8355,1.0
3919,0.0
9510,1.0
158,0.0
17568,1.0
1141,1.0
2836,0.0
9737,0.0
11457,1.0
10007,1.0
7214,1.0
7606,1.0
976,0.0
2269,0.0
3771,0.0
15139,0.0
16011,0.0
133,1.0
10133,0.0
582,1.0
3334,1.0
9718,1.0
9037,0.0
6840,1.0
394,0.0
10220,0.0
6559,1.0
9303,1.0
15835,0.0
13185,0.0
3929,1.0
15032,1.0
8403,0.0
4037,0.0
3085,0.0
15797,1.0
8185,0.0
10471,1.0
226,0.0
11428,1.0
4212,1.0
11692,0.0
3669,0.0
6778,0.0
4614,1.0
15123,0.0
2931,0.0
8595,0.0
11368,1.0
14005,1.0
17485,1.0
934,1.0
3789,0.0
12876,0.0
16755,0.0
5009,1.0
15357,0.0
3404,0.0
3516,0.0
3884,1.0
12192,1.0
3898,0.0
6756,1.0
16746,0.0
2909,0.0
17659,0.0
4262,0.0
8073,1.0
306,1.0
2424,0.0
1232,0.0
5265,0.0
16853,0.0
6164,0.0
11379,1.0
3549,1.0
15907,0.0
2939,1.0
17385,1.0
3682,0.0
7549,1.0
1101,1.0
3562,0.0
4256,0.0
1160,0.0
6896,1.0
11932,1.0
5502,1.0
15583,0.0
8049,0.0
810,1.0
1272,0.0
13604,1.0
2651,0.0
14685,0.0
4294,0.0
8791,1.0
3191,0.0
3621,0.0
9896,1.0
4029,1.0
14659,0.0
3651,0.0
13995,0.0
15817,1.0
227,0.0
4071,1.0
8292,1.0
1395,0.0
5977,1.0
3371,1.0
3749,1.0
14327,0.0
15431,0.0
1156,1.0
17441,1.0
1765,1.0
1055,0.0
16448,0.0
15055,0.0
598,0.0
14829,0.0
8858,0.0
7003,1.0
12145,1.0
7904,1.0
12233,0.0
13338,0.0
1737,1.0
13455,0.0
11541,1.0
1569,0.0
463,1.0
744,0.0
8416,1.0
4254,0.0
3995,1.0
16867,0.0
12573,1.0
8819,0.0
9310,0.0
10656,0.0
6285,0.0
4303,0.0
12948,0.0
2547,1.0
2130,1.0
8538,0.0
5495,1.0
12730,0.0
13648,0.0
16471,0.0
1163,1.0
16874,0.0
8650,1.0
10473,0.0
8283,1.0
4336,1.0
10815,1.0
17640,1.0
14365,0.0
3314,1.0
5115,1.0
7175,0.0
8589,1.0
456,1.0
13310,1.0
17674,0.0
5213,0.0
3642,0.0
9954,0.0
9036,1.0
3055,0.0
22,1.0
3719,0.0
13395,0.0
16662,1.0
2903,0.0
396,1.0
13978,1.0
5535,0.0
14885,0.0
11044,1.0
780,0.0
71,0.0
7421,1.0
1082,1.0
2043,1.0
6529,0.0
3432,0.0
3781,0.0
11983,0.0
3350,1.0
13920,0.0
3623,0.0
4260,0.0
4726,1.0
1470,0.0
13326,1.0
1832,0.0
16042,0.0
9114,0.0
3127,1.0
14003,0.0
17289,1.0
1849,1.0
8426,0.0
369,0.0
2571,0.0
11787,0.0
9609,1.0
6383,1.0
13116,0.0
9493,0.0
65,0.0
11386,1.0
4211,1.0
13851,0.0
16142,0.0
3423,1.0
1722,1.0
3703,0.0
5325,0.0
4061,1.0
7281,1.0
10685,0.0
1825,1.0
10974,1.0
15175,0.0
2356,0.0
1966,0.0
3759,1.0
3233,0.0
1696,0.0
1919,1.0
2813,0.0
535,0.0
1570,0.0
1832,0.0
8541,0.0
1243,0.0
12710,1.0
4115,1.0
9353,0.0
14320,0.0
13801,0.0
4657,0.0
14651,1.0
12524,1.0
9000,1.0
2677,0.0
14518,0.0
11916,0.0
14487,0.0
1326,1.0
8345,1.0
2465,1.0
15542,1.0
8895,1.0
4860,0.0
7491,0.0
2039,1.0
13814,0.0
11861,1.0
2742,1.0
4217,0.0
1223,1.0
1778,1.0
3072,1.0
17435,1.0
3061,0.0
2991,1.0
11135,1.0
14780,0.0
16581,0.0
14831,0.0
8703,1.0
1977,1.0
6401,1.0
812,1.0
3739,0.0
749,1.0
7272,1.0
5247,0.0
1260,0.0
7174,0.0
3532,1.0
1889,0.0
16502,1.0
712,1.0
12472,0.0
3445,1.0
16010,0.0
225,0.0
13664,0.0
7939,1.0
15709,0.0
4809,1.0
3330,1.0
3294,1.0
379,0.0
11486,0.0
3040,1.0
11884,1.0
3846,0.0
12087,1.0
16982,0.0
5552,1.0
17390,0.0
13781,0.0
8298,1.0
16748,0.0
1795,0.0
1935,1.0
5918,0.0
753,1.0
1932,1.0
13043,0.0
5025,0.0
12272,1.0
1659,1.0
213,1.0
658,1.0
15119,1.0
4420,1.0
3783,1.0
5194,1.0
9553,1.0
8528,1.0
2167,1.0
3111,1.0
793,0.0
234,0.0
2221,0.0
15396,0.0
900,1.0
210,0.0
9332,1.0
1597,1.0
4301,0.0
3776,0.0
4499,1.0
14108,1.0
9507,1.0
2414,0.0
6599,1.0
2049,1.0
145,0.0
11016,0.0
835,0.0
9065,0.0
8076,0.0
2976,1.0
9457,0.0
9812,1.0
6036,1.0
12539,1.0
13293,0.0
10608,1.0
16128,0.0
13167,0.0
16119,0.0
1221,0.0
12959,0.0
9959,1.0
14743,0.0
6553,0.0
11377,1.0
1388,1.0
2002,0.0
5610,0.0
11909,1.0
4582,0.0
14105,0.0
9679,1.0
4184,0.0
2524,1.0
16591,1.0
7260,0.0
3041,1.0
17217,0.0
3079,0.0
2835,0.0
7461,0.0
14711,0.0
1202,1.0
4783,0.0
16423,0.0
4382,0.0
1342,1.0
14245,0.0
2397,1.0
6405,1.0
7643,0.0
8069,1.0
6453,1.0
3309,1.0
2166,1.0
8811,0.0
4190,1.0
3804,1.0
243,1.0
2257,1.0
16696,0.0
10620,0.0
17261,0.0
17112,1.0
17088,0.0
12966,0.0
4106,1.0
7638,1.0
10124,1.0
10198,1.0
6855,1.0
10621,1.0
11241,1.0
1158,1.0
1387,1.0
1852,1.0
17558,0.0
4095,1.0
16363,0.0
17282,0.0
3096,0.0
15506,0.0
3286,0.0
9932,1.0
9168,0.0
15450,0.0
7848,1.0
1314,1.0
10087,0.0
15236,1.0
8422,1.0
11097,1.0
16114,0.0
7451,0.0
11527,1.0
1526,0.0
11247,1.0
9633,1.0
5073,1.0
9375,1.0
1455,1.0
4750,0.0
5276,0.0
2270,0.0
16819,0.0
16322,0.0
15278,1.0
372,1.0
8600,0.0
1423,0.0
2363,1.0
1858,0.0
15867,0.0
2894,0.0
12903,0.0
3840,0.0
10308,1.0
15400,1.0
1542,1.0
14146,0.0
7263,1.0
10796,1.0
17427,0.0
4608,1.0
804,0.0
8436,1.0
7112,1.0
1491,1.0
17583,0.0
1410,0.0
5539,0.0
4467,1.0
814,0.0
1788,1.0
9039,0.0
10205,1.0
9477,1.0
9286,1.0
14653,1.0
1175,1.0
13109,0.0
7648,1.0
6124,1.0
8565,0.0
3772,0.0
14387,0.0
1110,0.0
4656,0.0
2119,1.0
9232,1.0
14859,1.0
8214,1.0
2879,0.0
8268,1.0
13727,0.0
7096,1.0
13393,0.0
9128,1.0
14008,0.0
12100,1.0
11725,1.0
11117,1.0
9920,1.0
349,1.0
681,0.0
9098,1.0
1738,0.0
718,1.0
2784,0.0
562,1.0
15264,1.0
3346,0.0
11494,1.0
9356,1.0
9630,0.0
11913,1.0
8316,0.0
15648,0.0
9721,0.0
17403,1.0
16012,0.0
3060,1.0
15845,0.0
59,0.0
16915,1.0
3238,1.0
8407,1.0
12677,1.0
10485,1.0
12560,1.0
4180,1.0
3202,1.0
15,1.0
3691,0.0
1650,0.0
4637,0.0
2511,0.0
3693,0.0
9830,1.0
939,1.0
12704,1.0
11792,1.0
396,0.0
4174,1.0
16439,1.0
978,1.0
10341,0.0
16886,1.0
11761,1.0
2148,1.0
3871,1.0
10176,1.0
13550,0.0
3865,0.0
2908,1.0
10294,0.0
201,1.0
11732,1.0
5994,1.0
1903,0.0
17625,0.0
3337,1.0
4416,0.0
1674,1.0
1719,1.0
483,1.0
10011,1.0
11302,1.0
769,1.0
3950,1.0
4315,0.0
15758,0.0
2073,0.0
12124,1.0
5823,1.0
3162,1.0
13339,0.0
16361,0.0
3514,0.0
11009,0.0
650,0.0
16425,0.0
15824,0.0
7966,1.0
5087,0.0
7483,1.0
1897,1.0
2682,0.0
767,0.0
16472,0.0
3783,0.0
1067,1.0
9338,0.0
3748,0.0
10704,0.0
15517,0.0
10467,1.0
2861,1.0
1222,0.0
16999,0.0
4865,1.0
3823,1.0
13284,0.0
696,1.0
17171,1.0
3320,1.0
14848,1.0
4925,1.0
4533,0.0
1057,0.0
1673,1.0
16891,0.0
14910,0.0
3149,0.0
4056,1.0
6953,1.0
15470,0.0
10002,1.0
1355,0.0
10469,1.0
17094,1.0
11955,1.0
15099,0.0
12018,1.0
1787,1.0
12815,0.0
10239,0.0
133,1.0
3146,1.0
13309,0.0
2950,1.0
9489,1.0
16690,0.0
12883,0.0
2521,0.0
14627,0.0
4318,0.0
9982,1.0
2412,1.0
7386,0.0
5520,1.0
859,1.0
15869,0.0
4440,0.0
13517,0.0
9035,0.0
7876,1.0
13212,0.0
596,0.0
16688,0.0
8806,0.0
7800,1.0
9188,1.0
12615,1.0
10972,0.0
9748,1.0
52,1.0
1952,1.0
9122,0.0
1097,0.0
3600,1.0
7911,1.0
6945,1.0
9967,0.0
7831,1.0
2514,1.0
6733,1.0
5560,1.0
4229,1.0
7861,0.0
1405,1.0
11029,1.0
4701,1.0
17483,0.0
2234,1.0
11244,1.0
10298,0.0
3068,1.0
7958,1.0
1177,0.0
16190,0.0
16544,0.0
11928,0.0
262,1.0
17415,0.0
9217,1.0
11492,0.0
14548,0.0
7479,0.0
4156,1.0
12744,0.0
16421,0.0
2657,1.0
16297,0.0
4242,1.0
5425,1.0
13269,1.0
7448,0.0
3402,1.0
12458,0.0
16117,0.0
7493,1.0
12274,0.0
8997,0.0
1551,1.0
1010,0.0
17283,1.0
10941,1.0
16818,0.0
10931,1.0
855,1.0
14276,0.0
5096,1.0
649,0.0
3244,1.0
11056,1.0
4976,0.0
728,1.0
9135,1.0
16603,0.0
8744,1.0
8171,1.0
16365,0.0
6861,1.0
332,1.0
7028,1.0
13813,0.0
16702,0.0
8701,1.0
212,0.0
3444,1.0
2264,0.0
6344,1.0
1782,1.0
11369,0.0
3544,1.0
15618,0.0
1439,0.0
10709,1.0
2869,1.0
2435,0.0
682,0.0
6831,0.0
4793,0.0
9422,0.0
329,1.0
17402,0.0
11871,1.0
6476,0.0
9508,1.0
17458,0.0
14580,0.0
921,0.0
16185,0.0
12173,0.0
13,0.0
14574,0.0
819,1.0
10978,1.0
4050,1.0
8186,1.0
9898,1.0
454,0.0
9243,1.0
4057,1.0
9850,0.0
3458,1.0
1732,0.0
2537,0.0
660,1.0
2930,1.0
15766,1.0
17117,0.0
11102,1.0
1339,1.0
941,0.0
2740,1.0
9606,1.0
11798,1.0
15781,0.0
28,0.0
14840,0.0
6,1.0
12830,0.0
3895,1.0
4072,0.0
13445,0.0
1401,0.0
1496,1.0
7691,1.0
8224,0.0
8125,1.0
6364,1.0
5797,0.0
3678,0.0
6567,1.0
8866,0.0
2882,0.0
10969,0.0
14363,0.0
3942,0.0
13662,0.0
3727,1.0
5189,1.0
4363,1.0
1109,0.0
1667,1.0
10310,0.0
3230,1.0
15731,0.0
17581,0.0
16295,1.0
11513,1.0
432,1.0
5836,1.0
4327,0.0
76,0.0
13190,0.0
1780,1.0
2554,1.0
12971,0.0
4292,0.0
2687,0.0
1041,0.0
3000,0.0
1564,1.0
1088,0.0
556,0.0
3072,1.0
3015,1.0
1829,0.0
4475,1.0
7530,1.0
927,1.0
4054,1.0
13124,1.0
13052,0.0
13464,0.0
7767,1.0
11047,1.0
1417,0.0
1812,1.0
2379,0.0
1625,1.0
298,1.0
16266,0.0
4602,0.0
9412,1.0
9758,1.0
7963,0.0
7400,0.0
3557,0.0
10407,1.0
4013,1.0
1239,1.0
3736,0.0
8963,1.0
14757,1.0
10305,1.0
2745,0.0
3555,1.0
2424,1.0
10059,0.0
15953,0.0
294,1.0
15277,1.0
286,1.0
9021,1.0
10896,1.0
1995,0.0
13222,0.0
29,1.0
13489,1.0
2126,1.0
9720,1.0
12428,0.0
356,1.0
9623,1.0
3171,0.0
1052,0.0
1360,1.0
2325,0.0
14756,0.0
8526,0.0
5644,1.0
6866,1.0
17147,0.0
16259,0.0
3676,1.0
4225,1.0
965,0.0
13767,0.0
6750,1.0
121,0.0
6795,1.0
17432,1.0
4229,1.0
5580,1.0
13687,0.0
329,0.0
4711,0.0
3282,0.0
2371,0.0
5523,1.0
2545,1.0
8897,1.0
3233,1.0
11079,1.0
3624,0.0
10873,1.0
2179,0.0
17052,0.0
4899,1.0
5154,1.0
1210,0.0
16049,0.0
15770,1.0
13072,1.0
2912,1.0
15730,0.0
3124,1.0
79,1.0
9738,1.0
15750,0.0
3767,1.0
3111,0.0
14982,1.0
3601,0.0
13016,0.0
10894,1.0
601,0.0
9139,1.0
13419,0.0
4551,1.0
944,0.0
2287,1.0
16045,0.0
1354,1.0
17225,0.0
9316,1.0
295,1.0
17557,0.0
1562,0.0
4870,0.0
14489,0.0
10191,0.0
6214,0.0
15971,0.0
14240,1.0
4542,0.0
1783,0.0
14100,0.0
14931,0.0
13279,0.0
1096,0.0
5545,1.0
1947,1.0
15777,0.0
3575,1.0
2722,1.0
678,0.0
970,0.0
10799,1.0
6790,1.0
1393,0.0
2773,0.0
10663,0.0
753,1.0
3176,1.0
3738,0.0
2977,1.0
6695,1.0
11982,0.0
3216,0.0
8991,0.0
12406,1.0
9971,1.0
12307,1.0
1771,1.0
3415,1.0
579,1.0
10914,1.0
11677,0.0
3023,0.0
12422,0.0
5402,1.0
7857,1.0
11206,1.0
10102,0.0
6876,1.0
16561,0.0
13960,1.0
5192,0.0
4620,1.0
1270,1.0
14844,1.0
876,1.0
344,1.0
8721,1.0
